movie_title,Production Budget,Worldwide Gross,genre,duration,num_critic_for_reviews,actor_1_facebook_likes,imdb_score,weekendTotal,midweekTotal,quarter
Things We Lost in the Fire,16000000,8120148,Drama,118.0,146.0,1000.0,7.2,2390089.0,685357.0,4
Trance,16000000,22594052,Thriller/Suspense,101.0,393.0,3000.0,7.0,1635419.0,525077.0,2
The Immigrant,16000000,7585011,Drama,120.0,230.0,10000.0,6.6,989022.0,486472.0,2
Steel,16000000,1686429,Action,97.0,36.0,503.0,2.8,870068.0,336663.0,3
Vamps,16000000,94812,Romantic Comedy,92.0,54.0,1000.0,5.1,2741.0,416.0,4
Juwanna Mann,15600000,13771817,Comedy,91.0,32.0,890.0,4.5,8820073.0,1454000.0,2
Slither,15250000,12930343,Horror,95.0,251.0,499.0,6.5,3880270.0,767845.0,1
Top Gun,15000000,356800601,Action,110.0,173.0,10000.0,6.9,2107118.0,628958.0,2
The King's Speech,15000000,430821168,Drama,118.0,479.0,14000.0,8.0,93701656.0,32480659.0,4
American Beauty,15000000,356258047,Drama,122.0,176.0,18000.0,8.4,83110404.0,26719368.0,3
The Imitation Game,15000000,227773686,Drama,114.0,454.0,19000.0,8.1,59559301.0,24641464.0,4
Mama,15000000,148095566,Horror,100.0,393.0,1000.0,6.2,56976415.0,8963655.0,1
Diary of a Wimpy Kid,15000000,76954311,Comedy,94.0,111.0,17000.0,6.2,49131338.0,10599718.0,1
Halloween,15000000,77514401,Horror,101.0,318.0,2000.0,7.9,41404920.0,6861208.0,3
The Queen,15000000,128885873,Drama,94.0,280.0,326.0,7.3,18440000.0,6258000.0,3
Why Did I Get Married?,15000000,55934178,Romantic Comedy,113.0,41.0,2000.0,5.6,42214818.0,6866631.0,4
The Woman in Black,15000000,128955898,Thriller/Suspense,95.0,462.0,11000.0,6.4,42866609.0,8276425.0,1
When a Stranger Calls,15000000,67215435,Horror,87.0,152.0,1000.0,5.0,36576910.0,4955718.0,1
Big Fat Liar,15000000,52461017,Comedy,88.0,69.0,934.0,5.4,37087000.0,4839000.0,1
Cop Land,15000000,63706632,Drama,120.0,131.0,22000.0,6.9,30208679.0,9543521.0,3
Wag the Dog,15000000,64252038,Drama,97.0,130.0,22000.0,7.1,25786000.0,5374497.0,4
Snitch,15000000,57907734,Thriller/Suspense,112.0,238.0,12000.0,6.5,32894410.0,7585993.0,1
The Lizzie McGuire Movie,15000000,55534455,Comedy,94.0,66.0,925.0,5.3,33919082.0,3549000.0,2
Krampus,15000000,61788393,Black Comedy,98.0,198.0,3000.0,6.2,32035315.0,7836085.0,4
End of Watch,15000000,57586606,Thriller/Suspense,109.0,355.0,15000.0,7.7,29342145.0,8599611.0,3
The Faculty,15000000,40283321,Horror,104.0,154.0,4000.0,6.4,22811840.0,7088358.0,4
Not Another Teen Movie,15000000,62401343,Comedy,99.0,97.0,11000.0,5.7,17839000.0,5486000.0,4
Wild,15000000,52501541,Drama,115.0,349.0,2000.0,7.1,23061291.0,11498141.0,4
The Theory of Everything,15000000,123327692,Drama,123.0,419.0,13000.0,7.7,23688693.0,9467909.0,4
Drive,15000000,78054825,Action,100.0,676.0,33000.0,7.8,25011261.0,7628738.0,3
The Skulls,15000000,35007180,Thriller/Suspense,106.0,102.0,23000.0,5.6,24627057.0,5155260.0,1
Malibu's Most Wanted,15000000,34499204,Comedy,86.0,37.0,833.0,5.1,26149065.0,3935000.0,2
All About Steve,15000000,40127259,Romantic Comedy,99.0,128.0,14000.0,4.8,24717393.0,5090813.0,3
Where the Heart Is,15000000,40862054,Drama,120.0,78.0,20000.0,6.8,21706271.0,6130305.0,2
The Last House on the Left,15000000,46526243,Horror,114.0,241.0,956.0,6.6,25008750.0,5627340.0,1
Because of Winn-Dixie,15000000,33508485,Comedy,106.0,96.0,907.0,6.4,21365058.0,4009000.0,1
The Wedding Date,15000000,47175038,Romantic Comedy,90.0,103.0,1000.0,6.1,20320605.0,3782000.0,1
Halloween: Resurrection,15000000,37659652,Horror,94.0,151.0,2000.0,4.1,20489000.0,3521000.0,3
The Great Debaters,15000000,30261293,Drama,126.0,112.0,18000.0,7.6,7329114.0,11700267.0,4
When the Game Stands Tall,15000000,30138912,Drama,115.0,50.0,116.0,6.7,22188730.0,4462155.0,3
Confessions of a Teenage Drama Queen,15000000,33118854,Comedy,89.0,74.0,811.0,4.6,24133241.0,2072000.0,1
28 Weeks Later,15000000,64232714,Horror,100.0,274.0,10000.0,7.0,19927109.0,5922752.0,2
Book of Shadows: Blair Witch 2,15000000,47721314,Horror,90.0,160.0,193.0,4.0,12141902.0,4022224.0,4
Boogie Nights,15000000,43111725,Drama,155.0,153.0,3000.0,7.9,12169063.0,3520121.0,4
Ramona and Beezus,15000000,27469621,Comedy,103.0,81.0,512.0,6.7,15579614.0,7940850.0,3
The November Man,15000000,34820335,Thriller/Suspense,108.0,172.0,775.0,6.3,15931971.0,6149671.0,3
Urban Legends: Final Cut,15000000,38574362,Horror,97.0,108.0,912.0,4.1,15263000.0,2792914.0,3
The Place Beyond the Pines,15000000,47011449,Drama,140.0,417.0,33000.0,7.3,15166891.0,4737138.0,1
Flicka,15000000,21896367,Drama,95.0,46.0,1000.0,6.2,17222812.0,2782412.0,4
The Hills Have Eyes II,15000000,37466538,Horror,89.0,161.0,919.0,5.1,16250426.0,3228745.0,1
Keanu,15000000,20609977,Comedy,100.0,129.0,826.0,6.4,15398468.0,3846131.0,2
Country Strong,15000000,20601987,Drama,117.0,135.0,3000.0,6.3,15222035.0,3516926.0,4
Tuck Everlasting,15000000,19344615,Drama,90.0,69.0,882.0,6.7,12694403.0,1438000.0,4
The Marine,15000000,22165608,Action,92.0,78.0,472.0,4.7,15089709.0,2728561.0,4
Disturbing Behavior,15000000,19014238,Thriller/Suspense,84.0,96.0,989.0,5.5,7127000.0,1619755.0,3
The Big Lebowski,15000000,46189568,Comedy,117.0,249.0,22000.0,8.2,10833000.0,2140619.0,1
The Hurt Locker,15000000,49894223,Drama,131.0,388.0,10000.0,7.6,8180765.0,3329091.0,2
Eye of the Beholder,15000000,18260865,Thriller/Suspense,109.0,88.0,471.0,4.9,11605180.0,2420880.0,1
The Man with the Iron Fists,15000000,22018988,Action,107.0,208.0,746.0,5.4,11659635.0,2794175.0,4
Killing Them Softly,15000000,39238443,Thriller/Suspense,97.0,414.0,11000.0,6.2,9619801.0,2680395.0,4
Freddy Got Fingered,15000000,14249005,Comedy,87.0,97.0,826.0,4.5,8762500.0,2058448.0,2
One Day,15000000,59168692,Drama,107.0,221.0,11000.0,7.0,9460256.0,3095126.0,3
Whip It,15000000,18856151,Comedy,111.0,230.0,796.0,6.9,11468493.0,2264042.0,4
The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,13248444,Comedy,85.0,37.0,354.0,5.7,7171230.0,791410.0,1
Highlander: Endgame,15000000,12801190,Action,101.0,90.0,1000.0,4.6,6380000.0,1782493.0,3
Confidence,15000000,12212417,Drama,97.0,119.0,436.0,6.7,8641000.0,2131000.0,2
Knockaround Guys,15000000,12419700,Drama,92.0,57.0,14000.0,6.1,5022000.0,1263000.0,4
The Muse,15000000,11614954,Comedy,97.0,97.0,12000.0,5.6,7718000.0,1769202.0,3
Barney's Great Adventure,15000000,11156471,Adventure,76.0,24.0,595.0,2.8,1275000.0,286472.0,2
Home Fries,15000000,10513979,Black Comedy,91.0,42.0,925.0,5.0,5726000.0,2513990.0,4
Here on Earth,15000000,10845127,Drama,96.0,44.0,989.0,5.1,7263895.0,1579682.0,1
Raise Your Voice,15000000,14811980,Drama,103.0,46.0,1000.0,5.9,6838000.0,856000.0,4
Black Snake Moan,15000000,10951153,Drama,116.0,197.0,3000.0,7.0,6904435.0,1809239.0,1
Dark Blue,15000000,12262065,Drama,118.0,71.0,556.0,6.6,5690681.0,981000.0,1
Peeples,15000000,9307166,Romantic Comedy,95.0,43.0,931.0,5.3,7211602.0,1361084.0,2
A Mighty Heart,15000000,19153568,Drama,108.0,190.0,11000.0,6.7,6526096.0,1942274.0,2
Boat Trip,15000000,14933713,Comedy,97.0,63.0,890.0,4.9,3788000.0,850000.0,1
Hoot,15000000,8224998,Comedy,91.0,49.0,8000.0,5.6,5692677.0,535000.0,2
In Bruges,15000000,34533783,Comedy,107.0,300.0,65.0,8.0,3462267.0,841005.0,1
Promised Land,15000000,12394562,Drama,106.0,242.0,13000.0,6.6,5620777.0,1509841.0,1
The Rocker,15000000,8767338,Comedy,102.0,132.0,15000.0,6.2,3918172.0,1943626.0,3
Post Grad,15000000,6561243,Romantic Comedy,88.0,97.0,24000.0,5.3,4516202.0,1325481.0,3
The In Crowd,15000000,5217498,Thriller/Suspense,105.0,49.0,477.0,4.6,649000.0,2403511.0,3
Jakob the Liar,15000000,4956401,Drama,120.0,68.0,49000.0,6.5,3437000.0,896028.0,3
Idle Hands,15000000,4023741,Horror,92.0,59.0,890.0,6.2,2485000.0,544137.0,2
Never Let Me Go,15000000,11173718,Drama,103.0,328.0,10000.0,7.2,1562594.0,596592.0,3
Crazy in Alabama,15000000,1954202,Drama,111.0,28.0,783.0,6.3,1114000.0,261188.0,4
Funny Games,15000000,8200127,Thriller/Suspense,111.0,250.0,6000.0,6.5,510958.0,68140.0,1
The Son of No One,15000000,1148578,Drama,90.0,62.0,17000.0,5.1,20698.0,7623.0,4
Magic Mike XXL,14500000,123709460,Comedy,115.0,222.0,20000.0,5.7,29990790.0,31328351.0,3
Slumdog Millionaire,14000000,384519665,Drama,120.0,418.0,668.0,8.0,97831198.0,32295365.0,4
Stomp the Yard,14000000,75525718,Drama,109.0,86.0,997.0,5.2,46662236.0,5556038.0,1
My Bloody Valentine,14000000,102836002,Horror,101.0,264.0,10000.0,5.5,38064923.0,7138782.0,1
The Possession,14000000,82925064,Horror,92.0,264.0,941.0,5.9,37881664.0,6565609.0,3
Urban Legend,14000000,72571864,Horror,99.0,101.0,975.0,5.5,24754095.0,5049521.0,3
Superstar,14000000,30628981,Comedy,81.0,43.0,8000.0,5.0,20567000.0,3547720.0,4
The Iron Lady,14000000,115592104,Drama,105.0,331.0,11000.0,6.4,12444606.0,4017222.0,1
Jonah: A VeggieTales Movie,14000000,25608779,Adventure,82.0,38.0,23.0,6.6,13916000.0,1191000.0,4
All About the Benjamins,14000000,25873145,Comedy,95.0,40.0,706.0,5.7,16294000.0,2798000.0,1
Our Family Wedding,14000000,21410546,Comedy,103.0,71.0,953.0,4.9,15487650.0,3510696.0,1
An American Haunting,14000000,30443277,Horror,91.0,125.0,874.0,5.0,11126840.0,2270000.0,2
My Boss's Daughter,14000000,15549702,Romantic Comedy,90.0,56.0,869.0,4.6,5902000.0,1364000.0,3
A Perfect Getaway,14000000,22815460,Thriller/Suspense,108.0,160.0,26000.0,6.5,10537005.0,3632600.0,3
Dead Man on Campus,14000000,15064948,Black Comedy,96.0,37.0,3000.0,6.0,5360000.0,1757206.0,3
Tea with Mussolini,14000000,14395874,Drama,117.0,62.0,718.0,6.9,1965300.0,2801862.0,2
Jason X,14000000,16951798,Horror,85.0,205.0,1000.0,4.4,8897500.0,1293000.0,2
I Think I Love My Wife,14000000,13205411,Romantic Comedy,94.0,97.0,12000.0,5.5,9650541.0,2090464.0,1
Hot Tub Time Machine 2,14000000,12452601,Comedy,99.0,107.0,3000.0,5.1,9112921.0,2371041.0,1
Bobby,14000000,20597806,Drama,112.0,195.0,12000.0,7.0,4857736.0,2466687.0,4
Head Over Heels,14000000,10397365,Romantic Comedy,86.0,61.0,878.0,5.4,5427000.0,1256485.0,1
Fun Size,14000000,11166615,Comedy,86.0,77.0,962.0,5.4,7450441.0,1455506.0,4
Gossip,14000000,12591270,Drama,90.0,63.0,12000.0,5.9,820000.0,939884.0,2
A Walk on the Moon,14000000,4741987,Drama,107.0,47.0,10000.0,6.6,464000.0,558654.0,1
Flipped,14000000,4246147,Romantic Comedy,90.0,87.0,1000.0,7.7,1272934.0,352176.0,3
Margaret,14000000,623292,Drama,186.0,116.0,13000.0,6.5,24807.0,13713.0,3
Brokeback Mountain,13900000,177012173,Drama,134.0,357.0,15000.0,7.7,38172085.0,15310000.0,4
Seven Psychopaths,13500000,33035736,Comedy,110.0,401.0,2000.0,7.2,10399227.0,3430194.0,4
Quills,13500000,11732088,Drama,124.0,132.0,14000.0,7.4,424000.0,1135712.0,4
The Last Godfather,13400000,164247,Comedy,100.0,4.0,898.0,3.6,122961.0,29922.0,2
No Good Deed,13200000,54323210,Thriller/Suspense,84.0,58.0,1000.0,5.6,42294686.0,7312649.0,3
Black Swan,13000000,331266710,Thriller/Suspense,108.0,669.0,20000.0,8.0,65857810.0,30242515.0,4
Save the Last Dance,13000000,122244329,Drama,112.0,101.0,656.0,6.1,60651000.0,11028328.0,1
Justin Bieber: Never Say Never,13000000,99034125,Concert/Performance,115.0,84.0,569.0,1.6,58819969.0,8573758.0,1
Miracles from Heaven,13000000,73798720,Drama,109.0,63.0,3000.0,6.8,41333704.0,16376317.0,1
Snow Day,13000000,62452927,Comedy,89.0,42.0,571.0,4.9,44252961.0,7085323.0,1
The Butterfly Effect,13000000,95638592,Thriller/Suspense,120.0,185.0,8000.0,7.7,41565000.0,9243000.0,1
The Shallows,13000000,118888025,Drama,86.0,186.0,619.0,6.8,34920612.0,14863990.0,2
This Christmas,13000000,49733545,Drama,117.0,37.0,1000.0,6.1,33121146.0,12615728.0,4
About Last Night,13000000,50445860,Romantic Comedy,100.0,90.0,833.0,6.1,39206715.0,5970851.0,1
St. Vincent,13000000,54837234,Comedy,102.0,275.0,13000.0,7.3,31481841.0,9563990.0,4
Earth to Echo,13000000,42174545,Adventure,91.0,112.0,803.0,5.8,20126596.0,15654722.0,3
The New Guy,13000000,28972187,Comedy,92.0,49.0,11000.0,5.9,21319410.0,4002140.0,2
Baby Geniuses,13000000,27151490,Comedy,97.0,45.0,899.0,2.5,16926000.0,4349851.0,1
The Big Hit,13000000,27066941,Action,91.0,57.0,904.0,6.1,20541000.0,3973825.0,2
The Mist,13000000,57189408,Horror,126.0,330.0,2000.0,7.2,14273000.0,7072103.0,4
Ex Machina,13000000,38976797,Thriller/Suspense,108.0,489.0,149.0,7.7,9113168.0,4373788.0,2
Being John Malkovich,13000000,32382381,Black Comedy,112.0,242.0,512.0,7.8,9831000.0,4256377.0,4
Two Can Play That Game,13000000,22391450,Romantic Comedy,90.0,40.0,939.0,6.1,17173290.0,2701992.0,3
Admission,13000000,18733666,Romantic Comedy,107.0,150.0,2000.0,5.7,12843820.0,4004691.0,1
The Perks of Being a Wallflower,13000000,33069303,Drama,102.0,364.0,8000.0,8.0,12855898.0,3655681.0,3
54,13000000,16757163,Drama,121.0,63.0,4000.0,5.8,10917000.0,3018892.0,3
The Astronaut Farmer,13000000,11141213,Drama,104.0,113.0,24000.0,6.3,4454319.0,1623999.0,1
Dirty Work,13000000,10020081,Comedy,82.0,32.0,721.0,6.4,3678000.0,2409516.0,2
Dick,13000000,6276869,Comedy,94.0,81.0,16000.0,6.1,3048000.0,2544924.0,3
Light It Up,13000000,5871603,Drama,99.0,39.0,3000.0,6.0,3429000.0,1128752.0,4
Bubble Boy,13000000,5002310,Comedy,84.0,47.0,15000.0,5.6,1229500.0,382839.0,3
The Vatican Tapes,13000000,14999638,Horror,91.0,93.0,3000.0,4.5,1220253.0,399325.0,3
Attack the Block,13000000,6459183,Action,88.0,399.0,1000.0,6.6,639798.0,273890.0,3
In the Cut,12000000,23693646,Thriller/Suspense,113.0,138.0,1000.0,5.3,584000.0,528000.0,4
Charlie Bartlett,12000000,5295909,Comedy,97.0,146.0,21000.0,7.0,2817743.0,694586.0,1
Ravenous,12000000,2062406,Horror,101.0,131.0,769.0,7.1,1017000.0,327442.0,1
Stoker,12000000,12034913,Drama,99.0,469.0,3000.0,6.8,1157861.0,419926.0,1
Trash,12000000,6553186,Adventure,114.0,101.0,585.0,7.2,10230.0,5362.0,4
5 Days of War,12000000,87793,Drama,113.0,74.0,567.0,5.6,11465.0,4043.0,3
Dirty Grandpa,11500000,99930262,Comedy,109.0,158.0,22000.0,6.0,26237188.0,7092744.0,1
The Fighter,11000000,129262388,Drama,116.0,410.0,23000.0,7.9,60419470.0,24149197.0,4
High School Musical 3: Senior Year,11000000,274392880,Musical,112.0,128.0,755.0,4.5,75272713.0,9768883.0,4
If I Stay,11000000,78356170,Drama,107.0,141.0,17000.0,6.8,38073194.0,7887089.0,3
Phone Booth,11000000,97837138,Thriller/Suspense,81.0,216.0,991.0,7.1,32352952.0,7580000.0,2
A Walk to Remember,11000000,46060915,Drama,101.0,80.0,683.0,7.4,26371000.0,3678000.0,1
Brooklyn,11000000,62076141,Drama,111.0,351.0,838.0,7.5,24734634.0,10472828.0,4
Cruel Intentions,11000000,75803716,Drama,97.0,101.0,4000.0,6.9,26447000.0,6323159.0,1
The Secret Life of Bees,11000000,39984023,Drama,110.0,109.0,664.0,7.3,28436941.0,7013725.0,4
Woman in Gold,11000000,56758138,Drama,109.0,203.0,16000.0,7.3,22436214.0,8329988.0,2
Saw VI,11000000,69752402,Horror,92.0,156.0,723.0,6.0,21513057.0,4093113.0,4
Corky Romano,11000000,25116103,Comedy,86.0,62.0,584.0,4.6,17273000.0,2171000.0,4
Quartet,11000000,56178935,Comedy,98.0,175.0,358.0,6.8,1996096.0,952949.0,1
Out Cold,11000000,14786394,Comedy,89.0,37.0,799.0,6.3,8623000.0,3599000.0,4
The Ladies Man,11000000,13719474,Comedy,84.0,58.0,8000.0,5.1,8050000.0,2032434.0,4
Tomcats,11000000,13558739,Comedy,95.0,75.0,1000.0,5.3,8251500.0,2057174.0,1
Inside Llewyn Davis,11000000,32943247,Drama,104.0,535.0,3000.0,7.4,8281481.0,3785572.0,4
Frailty,11000000,19947280,Thriller/Suspense,100.0,161.0,11000.0,7.3,6188000.0,1661000.0,2
Slackers,11000000,4814244,Comedy,86.0,66.0,960.0,5.3,1101000.0,662000.0,1
Saw V,10800000,118209778,Horror,95.0,160.0,3000.0,5.8,45630008.0,7125524.0,4
Adventureland,9800000,17553055,Black Comedy,107.0,248.0,17000.0,6.8,10939623.0,3112834.0,2
Next Friday,9500000,59675307,Comedy,98.0,55.0,723.0,6.1,35561709.0,11428881.0,1
The Runaways,9500000,5278632,Drama,106.0,259.0,17000.0,6.6,2505194.0,791210.0,1
The Purge: Anarchy,9000000,111534881,Thriller/Suspense,103.0,285.0,2000.0,6.5,49935310.0,15422030.0,3
The Best Man,9000000,34572780,Romantic Comedy,120.0,32.0,1000.0,6.7,23704000.0,4880925.0,4
Sicko,9000000,36535837,Documentary,123.0,263.0,909.0,8.0,11176030.0,5142753.0,2
Black or White,9000000,21571189,Drama,121.0,91.0,1000.0,6.6,15504419.0,4500052.0,1
Down to You,9000000,20035310,Romantic Comedy,91.0,64.0,3000.0,4.9,14606000.0,2112512.0,1
Harold & Kumar Go to White Castle,9000000,18225165,Comedy,88.0,150.0,982.0,7.1,8789000.0,4206000.0,3
The Contender,9000000,17804273,Drama,126.0,136.0,12000.0,7.0,11726592.0,3013300.0,4
Boiler Room,9000000,28773637,Drama,120.0,132.0,14000.0,7.0,7457000.0,2585828.0,1
Black Christmas,9000000,16235738,Horror,94.0,186.0,607.0,4.5,4273364.0,4839125.0,4
Breakin' All the Rules,9000000,12512317,Romantic Comedy,85.0,39.0,911.0,5.5,7947007.0,1407000.0,2
Glee: The 3D Concert Movie,9000000,17462398,Concert/Performance,84.0,67.0,2000.0,5.4,8003711.0,2695626.0,3
The Savages,9000000,10642023,Drama,114.0,201.0,22000.0,7.2,4336901.0,1610460.0,4
Chasing Papi,9000000,12657377,Comedy,76.0,32.0,591.0,4.8,1690604.0,405000.0,2
The Way of the Gun,9000000,13061935,Action,119.0,117.0,187.0,6.7,2095000.0,1000190.0,3
Hamlet 2,9000000,4934104,Comedy,92.0,129.0,1000.0,6.4,3118527.0,1194630.0,3
Gracie,9000000,3922043,Drama,95.0,65.0,702.0,6.2,1869961.0,444525.0,2
Trust the Man,9000000,2548378,Comedy,103.0,100.0,745.0,5.7,1054784.0,300888.0,3
Undiscovered,9000000,1069318,Romantic Comedy,97.0,41.0,922.0,4.2,767796.0,182320.0,3
Princess Kaiulani,9000000,883887,Drama,97.0,26.0,679.0,6.2,559149.0,225980.0,2
Awake,8600000,32968648,Thriller/Suspense,84.0,133.0,4000.0,6.5,10385457.0,2500641.0,4
Crazy Heart,8500000,47417251,Drama,112.0,273.0,12000.0,7.3,28007399.0,8375087.0,4
The DUFF,8500000,43528634,Comedy,101.0,132.0,35000.0,6.5,27426706.0,5076742.0,1
Nightcrawler,8500000,50334418,Thriller/Suspense,117.0,534.0,15000.0,7.9,23058332.0,7003609.0,4
Baggage Claim,8500000,22885836,Romantic Comedy,96.0,52.0,3000.0,5.0,17262017.0,3061290.0,3
Election,8500000,17202854,Black Comedy,103.0,175.0,2000.0,7.3,7252000.0,2534161.0,2
The Namesake,8500000,20288774,Drama,122.0,167.0,579.0,7.6,10051008.0,2655192.0,1
Bright Star,8500000,17220091,Drama,119.0,222.0,2000.0,7.0,58724.0,8238.0,3
Limbo,8300000,2598224,Drama,126.0,46.0,638.0,7.1,212000.0,160057.0,2
The Call,12800000,69821476,Thriller/Suspense,94.0,285.0,873.0,6.7,38337838.0,9932711.0,1
Machete,12500000,46370970,Action,105.0,391.0,22000.0,6.7,18511685.0,4663541.0,3
Antwone Fisher,12500000,23367586,Drama,117.0,121.0,18000.0,7.3,3780812.0,269000.0,4
The Emperor's Club,12500000,16193713,Drama,109.0,83.0,13000.0,6.9,7332920.0,1848265.0,4
Sorority Row,12500000,26735797,Horror,101.0,167.0,1000.0,5.1,9392347.0,1931507.0,3
Solitary Man,12500000,4360548,Drama,90.0,116.0,966.0,6.4,3019898.0,927942.0,2
Dancer in the Dark,12500000,45557491,Musical,140.0,177.0,963.0,8.0,460000.0,719019.0,3
The Exorcist,12000000,400214478,Horror,132.0,304.0,1000.0,8.0,28436000.0,6292185.0,4
The Fault in Our Stars,12000000,307166834,Drama,133.0,326.0,8000.0,7.8,82904706.0,30810959.0,2
American Pie,12000000,234723148,Comedy,95.0,145.0,3000.0,7.0,57901000.0,28160442.0,3
Think Like a Man,12000000,113373764,Romantic Comedy,122.0,77.0,997.0,6.6,70882110.0,14322599.0,2
Barbershop,12000000,77063461,Comedy,102.0,91.0,656.0,6.3,55677008.0,8655000.0,3
Act of Valor,12000000,82497035,Action,110.0,216.0,93.0,6.5,53073884.0,12509361.0,1
Step Up,12000000,110989157,Drama,104.0,107.0,17000.0,6.5,44004456.0,11920676.0,3
Chronicle,12000000,123681790,Thriller/Suspense,89.0,414.0,963.0,7.1,49607149.0,10352209.0,1
Project X,12000000,103028188,Comedy,93.0,229.0,971.0,6.7,39651971.0,10979271.0,1
Jackie Brown,12000000,74727492,Drama,154.0,140.0,22000.0,7.5,10906000.0,11718521.0,4
Harold & Kumar Escape from Guantanamo Bay,12000000,43353117,Comedy,102.0,153.0,1000.0,6.6,28071051.0,7073273.0,2
Philomena,12000000,98963392,Drama,98.0,354.0,1000.0,7.6,23275865.0,10212705.0,4
Crossroads,12000000,57000000,Drama,93.0,111.0,1000.0,3.3,27541000.0,2343000.0,1
Paper Towns,12000000,85512300,Drama,109.0,191.0,733.0,6.4,20209232.0,8483046.0,3
Quarantine,12000000,41924774,Horror,89.0,198.0,137000.0,6.0,24002799.0,4881870.0,4
One Hour Photo,12000000,52223306,Drama,96.0,207.0,49000.0,6.8,21363212.0,5118000.0,3
The Eye,12000000,57577765,Thriller/Suspense,92.0,172.0,17000.0,5.4,24710855.0,4143770.0,1
Johnson Family Vacation,12000000,31286759,Comedy,97.0,45.0,1000.0,4.3,18976653.0,4369000.0,2
How High,12000000,31222395,Comedy,93.0,34.0,995.0,6.2,7936000.0,4380000.0,4
Crank,12000000,43924923,Action,93.0,170.0,26000.0,7.0,18041900.0,4231059.0,3
Frida,12000000,56131239,Drama,123.0,128.0,4000.0,7.4,9305000.0,1792000.0,4
Katy Perry: Part of Me,12000000,32700439,Concert/Performance,93.0,68.0,28.0,5.9,13070752.0,9992833.0,3
Top Five,12000000,25514848,Comedy,102.0,161.0,3000.0,6.5,16990862.0,6475424.0,4
Rounders,12000000,22921898,Drama,121.0,128.0,13000.0,7.4,15480000.0,3976460.0,3
Project Almanac,12000000,32909437,Adventure,106.0,177.0,452.0,6.4,17638627.0,3164662.0,1
Just Wright,12000000,21867665,Romantic Comedy,100.0,70.0,988.0,5.8,16200135.0,3501255.0,2
The Upside of Anger,12000000,28915761,Drama,118.0,125.0,975.0,6.9,8500000.0,2149000.0,1
Aquamarine,12000000,22978953,Comedy,104.0,66.0,836.0,5.3,13455186.0,2093175.0,1
Nebraska,12000000,24761360,Drama,115.0,433.0,1000.0,7.8,10038168.0,4862438.0,4
My Baby's Daddy,12000000,17322212,Comedy,86.0,33.0,873.0,4.5,11398000.0,556000.0,1
Max Keeble's Big Move,12000000,17292381,Comedy,91.0,37.0,833.0,5.3,10007000.0,1010000.0,4
Young Adult,12000000,22750356,Comedy,94.0,325.0,9000.0,6.3,9521557.0,4572924.0,4
About Time,12000000,89309178,Romantic Comedy,123.0,274.0,565.0,7.8,11156250.0,2980848.0,4
Living Out Loud,12000000,12905901,Drama,100.0,24.0,1000.0,6.6,6908000.0,1619002.0,4
Sorority Boys,12000000,12516222,Comedy,93.0,53.0,529.0,5.4,3998000.0,1432000.0,1
Cadillac Records,12000000,8942516,Drama,109.0,81.0,436.0,7.0,5030966.0,705178.0,4
Arbitrage,12000000,35830713,Thriller/Suspense,107.0,288.0,664.0,6.6,5858800.0,1564965.0,3
Screwed,12000000,6982680,Comedy,81.0,29.0,931.0,5.7,5105662.0,1041410.0,2
Love the Coopers,18000000,42167286,Comedy,107.0,97.0,10000.0,5.7,19047432.0,5694267.0,4
Observe and Report,18000000,27148898,Comedy,86.0,190.0,390.0,5.8,17727222.0,4460627.0,2
Love Happens,18000000,36133014,Drama,109.0,111.0,2000.0,5.6,17396545.0,4230945.0,3
Fame,18000000,80227619,Musical,123.0,134.0,808.0,5.0,18145455.0,2473218.0,3
The Circle,18000000,33907844,Thriller/Suspense,90.0,64.0,5.0,7.5,15398146.0,3908901.0,2
127 Hours,18000000,60217171,Drama,94.0,450.0,11000.0,7.6,12341988.0,4545741.0,4
Small Time Crooks,18000000,29934477,Comedy,94.0,128.0,11000.0,6.7,10512531.0,2951839.0,2
Center Stage,18000000,21361109,Drama,115.0,68.0,757.0,6.7,11631050.0,3027207.0,2
Catch That Kid,18000000,16959614,Adventure,91.0,54.0,17000.0,5.2,10302227.0,954000.0,1
Life as a House,18000000,23889158,Drama,125.0,99.0,16000.0,7.5,8561000.0,1906000.0,4
Youth in Revolt,18000000,19685588,Comedy,90.0,192.0,12000.0,6.5,11176791.0,2766723.0,1
And So It Goes,18000000,17360801,Comedy,94.0,107.0,712.0,5.7,9850437.0,4079315.0,3
Labor Day,18000000,14189810,Drama,111.0,217.0,24000.0,6.9,9944770.0,2596313.0,1
Getaway,18000000,11813989,Thriller/Suspense,90.0,146.0,210.0,4.4,7607764.0,1573306.0,3
The Ice Storm,18000000,16011975,Drama,112.0,124.0,805.0,7.5,198533.0,82226.0,3
RocknRolla,18000000,27794339,Action,114.0,209.0,27000.0,7.3,3832828.0,1381519.0,4
The Railway Man,18000000,23910210,Drama,116.0,186.0,25000.0,7.1,2743552.0,1058418.0,2
Midnight Special,18000000,7680250,Drama,112.0,263.0,4000.0,6.7,2673547.0,775767.0,1
Metallica Through the Never,18000000,9082906,Concert/Performance,93.0,103.0,364.0,7.2,2489535.0,525237.0,3
Superbad,17500000,169955142,Comedy,119.0,256.0,15000.0,7.6,79330954.0,25706282.0,3
Hitman,17500000,99135571,Action,94.0,193.0,866.0,6.3,24345065.0,13309361.0,4
